"case","event","startTime","completeTime","LoanGoal","ApplicationType","RequestedAmount","Action","FirstWithdrawalAmount","NumberOfTerms","Accepted","OfferID","org:resource","MonthlyCost","EventOrigin","EventID","Selected","CreditScore","OfferedAmount"
"Application_891053076","A_Complete","2016/07/13 20:23:40.815","2016/07/13 20:23:40.815","Extra spending limit","New credit","10000.0","statechange","0.0","57","false","Offer_804711754","User_40","200.0","Application","ApplState_789379936","false","0","10000.0"
"Application_891053076","O_Cancelled","2016/07/13 20:25:58.407","2016/07/13 20:25:58.407","Extra spending limit","New credit","10000.0","statechange","0.0","57","false","Offer_804711754","User_40","200.0","Offer","OfferState_650821073","false","0","10000.0"
"Application_891053076","A_Cancelled","2016/07/13 20:27:15.807","2016/07/13 20:27:15.807","Extra spending limit","New credit","10000.0","statechange","0.0","57","false","Offer_804711754","User_40","200.0","Application","ApplState_1451057199","false","0","10000.0"
"Application_448447285","A_Create Application","2016/07/16 14:13:09.409","2016/07/16 14:13:09.409","Car","Limit raise","16000.0","Created",,,,,"User_36",,"Application","Application_448447285",,,
"Application_448447285","A_Concept","2016/07/16 14:13:09.411","2016/07/16 14:13:09.411","Car","Limit raise","16000.0","statechange",,,,,"User_36",,"Application","ApplState_600926919",,,
"Application_448447285","A_Concept","2016/07/16 14:13:09.411","2016/07/16 14:13:09.411","Car","Limit raise","16000.0","statechange",,,,,"User_36",,"Application","ApplState_600926919",,,
"Application_448447285","W_Complete application","2016/07/16 14:13:09.501","2016/07/16 15:11:38.764","Car","Limit raise","16000.0","Deleted",,,,,"User_39",,"Workflow","Workitem_1978675373",,,
"Application_448447285","A_Accepted","2016/07/16 15:09:50.912","2016/07/16 15:09:50.912","Car","Limit raise","16000.0","statechange",,,,,"User_39",,"Application","ApplState_883184225",,,
"Application_448447285","O_Create Offer","2016/07/16 15:11:25.807","2016/07/16 15:11:25.807","Car","Limit raise","16000.0","Created","0.0","128","true",,"User_39","150.0","Offer","Offer_1032024763","false","0","14500.0"
"Application_448447285","O_Created","2016/07/16 15:11:26.484","2016/07/16 15:11:26.484","Car","Limit raise","16000.0","statechange","0.0","128","true","Offer_1032024763","User_39","150.0","Offer","OfferState_968507279","false","0","14500.0"
"Application_448447285","O_Created","2016/07/16 15:11:26.484","2016/07/16 15:11:26.484","Car","Limit raise","16000.0","statechange","0.0","128","true","Offer_1032024763","User_39","150.0","Offer","OfferState_968507279","false","0","14500.0"
"Application_448447285","W_Call after offers","2016/07/16 15:11:38.785","2016/07/16 15:22:10.977","Car","Limit raise","16000.0","Deleted","0.0","128","true","Offer_1032024763","User_39","150.0","Workflow","Workitem_111683997","false","0","14500.0"
"Application_448447285","A_Complete","2016/07/16 15:11:38.790","2016/07/16 15:11:38.790","Car","Limit raise","16000.0","statechange","0.0","128","true","Offer_1032024763","User_39","150.0","Application","ApplState_1262484998","false","0","14500.0"
"Application_448447285","A_Cancelled","2016/07/16 15:22:10.927","2016/07/16 15:22:10.927","Car","Limit raise","16000.0","statechange","0.0","128","true","Offer_1032024763","User_39","150.0","Application","ApplState_954405387","false","0","14500.0"
"Application_448447285","O_Cancelled","2016/07/16 15:22:10.964","2016/07/16 15:22:10.964","Car","Limit raise","16000.0","statechange","0.0","128","true","Offer_1032024763","User_39","150.0","Offer","OfferState_555578180","false","0","14500.0"
"Application_1823648369","A_Create Application","2016/07/20 12:31:27.507","2016/07/20 12:31:27.507","Unknown","New credit","0.0","Created",,,,,"User_4",,"Application","Application_1823648369",,,
"Application_1823648369","A_Create Application","2016/07/20 12:31:27.507","2016/07/20 12:31:27.507","Unknown","New credit","0.0","Created",,,,,"User_4",,"Application","Application_1823648369",,,
"Application_1823648369","W_Complete application","2016/07/20 12:31:27.525","2016/07/20 12:43:50.907","Unknown","New credit","0.0","Deleted",,,,,"User_4",,"Workflow","Workitem_1444399532",,,
"Application_1823648369","A_Concept","2016/07/20 12:31:27.529","2016/07/20 12:31:27.529","Unknown","New credit","0.0","statechange",,,,,"User_4",,"Application","ApplState_1933840272",,,
"Application_1823648369","A_Accepted","2016/07/20 12:35:05.013","2016/07/20 12:35:05.013","Unknown","New credit","0.0","statechange",,,,,"User_4",,"Application","ApplState_1296729055",,,
"Application_1823648369","O_Create Offer","2016/07/20 12:37:07.155","2016/07/20 12:37:07.155","Unknown","New credit","0.0","Created","15000.0","120","true",,"User_4","154.11","Offer","Offer_258884545","false","0","15000.0"
"Application_1823648369","O_Created","2016/07/20 12:37:07.930","2016/07/20 12:37:07.930","Unknown","New credit","0.0","statechange","15000.0","120","true","Offer_258884545","User_4","154.11","Offer","OfferState_492379599","false","0","15000.0"
"Application_1823648369","A_Cancelled","2016/07/20 12:43:50.851","2016/07/20 12:43:50.851","Unknown","New credit","0.0","statechange","15000.0","120","true","Offer_258884545","User_4","154.11","Application","ApplState_438911495","false","0","15000.0"
"Application_1823648369","O_Cancelled","2016/07/20 12:43:50.876","2016/07/20 12:43:50.876","Unknown","New credit","0.0","statechange","15000.0","120","true","Offer_258884545","User_4","154.11","Offer","OfferState_1105688240","false","0","15000.0"
"Application_1548855507","A_Create Application","2016/07/26 22:40:20.521","2016/07/26 22:40:20.521","Not speficied","New credit","9500.0","Created",,,,,"User_1",,"Application","Application_1548855507",,,
"Application_1548855507","A_Create Application","2016/07/26 22:40:20.521","2016/07/26 22:40:20.521","Not speficied","New credit","9500.0","Created",,,,,"User_1",,"Application","Application_1548855507",,,
"Application_1548855507","W_Complete application","2016/07/27 08:09:33.490","2016/07/28 15:48:03.670","Not speficied","New credit","9500.0","Deleted",,,,,"User_11",,"Workflow","Workitem_1881635439",,,
"Application_1548855507","A_Concept","2016/07/27 08:09:33.493","2016/07/27 08:09:33.493","Not speficied","New credit","9500.0","statechange",,,,,"User_14",,"Application","ApplState_776765552",,,
"Application_1548855507","W_Complete application","2016/07/28 15:38:19.145","2016/07/28 15:38:19.145","Not speficied","New credit","9500.0","Obtained",,,,,"User_11",,"Workflow","Workitem_1005485864",,,
"Application_1548855507","A_Accepted","2016/07/28 15:42:16.618","2016/07/28 15:42:16.618","Not speficied","New credit","9500.0","statechange",,,,,"User_11",,"Application","ApplState_1169560082",,,
"Application_1548855507","O_Create Offer","2016/07/28 15:47:46.179","2016/07/28 15:47:46.179","Not speficied","New credit","9500.0","Created","10000.0","84","false",,"User_11","141.72","Offer","Offer_1310332442","false","0","10000.0"
"Application_1548855507","O_Created","2016/07/28 15:47:46.851","2016/07/28 15:47:46.851","Not speficied","New credit","9500.0","statechange","10000.0","84","false","Offer_1310332442","User_11","141.72","Offer","OfferState_812093442","false","0","10000.0"
"Application_1548855507","O_Created","2016/07/28 15:47:46.851","2016/07/28 15:47:46.851","Not speficied","New credit","9500.0","statechange","10000.0","84","false","Offer_1310332442","User_11","141.72","Offer","OfferState_812093442","false","0","10000.0"
"Application_1548855507","W_Call after offers","2016/07/28 15:48:03.690","2016/07/30 14:33:02.769","Not speficied","New credit","9500.0","Deleted","10000.0","84","false","Offer_1310332442","User_5","141.72","Workflow","Workitem_1110798956","false","0","10000.0"
"Application_1548855507","A_Complete","2016/07/28 15:48:03.693","2016/07/28 15:48:03.693","Not speficied","New credit","9500.0","statechange","10000.0","84","false","Offer_1310332442","User_11","141.72","Application","ApplState_1696291850","false","0","10000.0"
"Application_1548855507","A_Cancelled","2016/07/30 14:33:02.679","2016/07/30 14:33:02.679","Not speficied","New credit","9500.0","statechange","10000.0","84","false","Offer_1310332442","User_5","141.72","Application","ApplState_333736818","false","0","10000.0"
"Application_1548855507","O_Cancelled","2016/07/30 14:33:02.752","2016/07/30 14:33:02.752","Not speficied","New credit","9500.0","statechange","10000.0","84","false","Offer_1310332442","User_5","141.72","Offer","OfferState_79695690","false","0","10000.0"
"Application_1385917480","A_Create Application","2016/07/30 15:50:16.190","2016/07/30 15:50:16.190","Other, see explanation","New credit","0.0","Created",,,,,"User_12",,"Application","Application_1385917480",,,
"Application_1385917480","A_Create Application","2016/07/30 15:50:16.190","2016/07/30 15:50:16.190","Other, see explanation","New credit","0.0","Created",,,,,"User_12",,"Application","Application_1385917480",,,
"Application_1385917480","W_Complete application","2016/07/30 15:50:16.213","2016/07/30 15:59:04.418","Other, see explanation","New credit","0.0","Deleted",,,,,"User_12",,"Workflow","Workitem_12835691",,,
"Application_1385917480","A_Concept","2016/07/30 15:50:16.216","2016/07/30 15:50:16.216","Other, see explanation","New credit","0.0","statechange",,,,,"User_12",,"Application","ApplState_1098920994",,,
"Application_1385917480","A_Accepted","2016/07/30 15:54:45.311","2016/07/30 15:54:45.311","Other, see explanation","New credit","0.0","statechange",,,,,"User_12",,"Application","ApplState_126080923",,,
"Application_1385917480","O_Create Offer","2016/07/30 15:58:55.604","2016/07/30 15:58:55.604","Other, see explanation","New credit","0.0","Created","4800.0","60","false",,"User_12","97.4","Offer","Offer_658684212","false","0","5000.0"
"Application_1385917480","O_Created","2016/07/30 15:58:56.290","2016/07/30 15:58:56.290","Other, see explanation","New credit","0.0","statechange","4800.0","60","false","Offer_658684212","User_12","97.4","Offer","OfferState_569010909","false","0","5000.0"
"Application_1385917480","O_Created","2016/07/30 15:58:56.290","2016/07/30 15:58:56.290","Other, see explanation","New credit","0.0","statechange","4800.0","60","false","Offer_658684212","User_12","97.4","Offer","OfferState_569010909","false","0","5000.0"
"Application_1385917480","W_Call after offers","2016/07/30 15:59:04.459","2016/07/30 16:05:31.920","Other, see explanation","New credit","0.0","Deleted","4800.0","60","false","Offer_658684212","User_12","97.4","Workflow","Workitem_1012683476","false","0","5000.0"
"Application_1385917480","A_Complete","2016/07/30 15:59:04.499","2016/07/30 15:59:04.499","Other, see explanation","New credit","0.0","statechange","4800.0","60","false","Offer_658684212","User_12","97.4","Application","ApplState_756844987","false","0","5000.0"
"Application_1038569473","A_Create Application","2016/08/01 11:03:04.233","2016/08/01 11:03:04.233","Unknown","Limit raise","0.0","Created",,,,,"User_83",,"Application","Application_1038569473",,,
"Application_1038569473","A_Concept","2016/08/01 11:03:04.242","2016/08/01 11:03:04.242","Unknown","Limit raise","0.0","statechange",,,,,"User_83",,"Application","ApplState_1574230626",,,
"Application_1038569473","A_Concept","2016/08/01 11:03:04.242","2016/08/01 11:03:04.242","Unknown","Limit raise","0.0","statechange",,,,,"User_83",,"Application","ApplState_1574230626",,,
"Application_1038569473","W_Complete application","2016/08/01 11:03:04.259","2016/08/01 11:24:00.175","Unknown","Limit raise","0.0","Deleted",,,,,"User_83",,"Workflow","Workitem_1956630114",,,
"Application_1038569473","A_Accepted","2016/08/01 11:09:17.454","2016/08/01 11:09:17.454","Unknown","Limit raise","0.0","statechange",,,,,"User_83",,"Application","ApplState_1364905880",,,
"Application_1038569473","O_Create Offer","2016/08/01 11:23:47.634","2016/08/01 11:23:47.634","Unknown","Limit raise","0.0","Created","5000.0","122","false",,"User_83","155.0","Offer","Offer_1689974967","true","0","15000.0"
"Application_1038569473","O_Created","2016/08/01 11:23:48.376","2016/08/01 11:23:48.376","Unknown","Limit raise","0.0","statechange","5000.0","122","false","Offer_1689974967","User_83","155.0","Offer","OfferState_1692419725","true","0","15000.0"
"Application_1038569473","O_Created","2016/08/01 11:23:48.376","2016/08/01 11:23:48.376","Unknown","Limit raise","0.0","statechange","5000.0","122","false","Offer_1689974967","User_83","155.0","Offer","OfferState_1692419725","true","0","15000.0"
"Application_1038569473","W_Call after offers","2016/08/01 11:24:00.184","2016/08/01 11:26:13.464","Unknown","Limit raise","0.0","Deleted","5000.0","122","false","Offer_1689974967","User_83","155.0","Workflow","Workitem_545404597","true","0","15000.0"
"Application_1038569473","A_Complete","2016/08/01 11:24:00.186","2016/08/01 11:24:00.186","Unknown","Limit raise","0.0","statechange","5000.0","122","false","Offer_1689974967","User_83","155.0","Application","ApplState_216397785","true","0","15000.0"
"Application_124469386","A_Create Application","2016/08/08 11:12:22.066","2016/08/08 11:12:22.066","Unknown","New credit","0.0","Created",,,,,"User_86",,"Application","Application_124469386",,,
"Application_124469386","A_Create Application","2016/08/08 11:12:22.066","2016/08/08 11:12:22.066","Unknown","New credit","0.0","Created",,,,,"User_86",,"Application","Application_124469386",,,
"Application_124469386","W_Complete application","2016/08/08 11:12:22.092","2016/08/08 11:26:18.412","Unknown","New credit","0.0","Deleted",,,,,"User_86",,"Workflow","Workitem_650776183",,,
"Application_124469386","A_Concept","2016/08/08 11:12:22.098","2016/08/08 11:12:22.098","Unknown","New credit","0.0","statechange",,,,,"User_86",,"Application","ApplState_1205533324",,,
"Application_124469386","A_Accepted","2016/08/08 11:18:59.198","2016/08/08 11:18:59.198","Unknown","New credit","0.0","statechange",,,,,"User_86",,"Application","ApplState_2004002696",,,
"Application_124469386","O_Create Offer","2016/08/08 11:25:42.337","2016/08/08 11:25:42.337","Unknown","New credit","0.0","Created","0.0","126","false",,"User_86","250.0","Offer","Offer_614187782","false","0","25000.0"
"Application_124469386","O_Created","2016/08/08 11:25:42.980","2016/08/08 11:25:42.980","Unknown","New credit","0.0","statechange","0.0","126","false","Offer_614187782","User_86","250.0","Offer","OfferState_298469665","false","0","25000.0"
"Application_124469386","O_Created","2016/08/08 11:25:42.980","2016/08/08 11:25:42.980","Unknown","New credit","0.0","statechange","0.0","126","false","Offer_614187782","User_86","250.0","Offer","OfferState_298469665","false","0","25000.0"
"Application_124469386","W_Call after offers","2016/08/08 11:26:18.433","2016/08/08 11:38:06.446","Unknown","New credit","0.0","Deleted","0.0","126","false","Offer_614187782","User_86","250.0","Workflow","Workitem_1505075192","false","0","25000.0"
"Application_124469386","A_Complete","2016/08/08 11:26:18.436","2016/08/08 11:26:18.436","Unknown","New credit","0.0","statechange","0.0","126","false","Offer_614187782","User_86","250.0","Application","ApplState_74493260","false","0","25000.0"
"Application_124469386","A_Cancelled","2016/08/08 11:38:06.247","2016/08/08 11:38:06.247","Unknown","New credit","0.0","statechange","0.0","126","false","Offer_614187782","User_86","250.0","Application","ApplState_1092871104","false","0","25000.0"
"Application_124469386","O_Cancelled","2016/08/08 11:38:06.417","2016/08/08 11:38:06.417","Unknown","New credit","0.0","statechange","0.0","126","false","Offer_614187782","User_86","250.0","Offer","OfferState_1547797243","false","0","25000.0"
"Application_573813116","A_Create Application","2016/08/12 10:19:38.410","2016/08/12 10:19:38.410","Unknown","New credit","0.0","Created",,,,,"User_18",,"Application","Application_573813116",,,
"Application_573813116","A_Create Application","2016/08/12 10:19:38.410","2016/08/12 10:19:38.410","Unknown","New credit","0.0","Created",,,,,"User_18",,"Application","Application_573813116",,,
"Application_573813116","W_Complete application","2016/08/12 10:19:38.423","2016/08/12 10:25:31.769","Unknown","New credit","0.0","Deleted",,,,,"User_18",,"Workflow","Workitem_233864242",,,
"Application_573813116","A_Concept","2016/08/12 10:19:38.426","2016/08/12 10:19:38.426","Unknown","New credit","0.0","statechange",,,,,"User_18",,"Application","ApplState_259018500",,,
"Application_573813116","A_Accepted","2016/08/12 10:21:02.084","2016/08/12 10:21:02.084","Unknown","New credit","0.0","statechange",,,,,"User_18",,"Application","ApplState_386233062",,,
"Application_573813116","O_Create Offer","2016/08/12 10:24:17.826","2016/08/12 10:24:17.826","Unknown","New credit","0.0","Created","12500.0","28","true",,"User_18","474.35","Offer","Offer_884651892","false","0","12500.0"
"Application_573813116","O_Created","2016/08/12 10:24:18.474","2016/08/12 10:24:18.474","Unknown","New credit","0.0","statechange","12500.0","28","true","Offer_884651892","User_18","474.35","Offer","OfferState_1237702389","false","0","12500.0"
"Application_573813116","O_Created","2016/08/12 10:24:18.474","2016/08/12 10:24:18.474","Unknown","New credit","0.0","statechange","12500.0","28","true","Offer_884651892","User_18","474.35","Offer","OfferState_1237702389","false","0","12500.0"
"Application_573813116","W_Call after offers","2016/08/12 10:25:32.006","2016/08/12 10:26:30.344","Unknown","New credit","0.0","Deleted","12500.0","28","true","Offer_884651892","User_18","474.35","Workflow","Workitem_976012511","false","0","12500.0"
"Application_573813116","A_Complete","2016/08/12 10:25:32.031","2016/08/12 10:25:32.031","Unknown","New credit","0.0","statechange","12500.0","28","true","Offer_884651892","User_18","474.35","Application","ApplState_1498864597","false","0","12500.0"
"Application_573813116","A_Cancelled","2016/08/12 10:26:30.279","2016/08/12 10:26:30.279","Unknown","New credit","0.0","statechange","12500.0","28","true","Offer_884651892","User_18","474.35","Application","ApplState_379191648","false","0","12500.0"
"Application_573813116","O_Cancelled","2016/08/12 10:26:30.318","2016/08/12 10:26:30.318","Unknown","New credit","0.0","statechange","12500.0","28","true","Offer_884651892","User_18","474.35","Offer","OfferState_546613595","false","0","12500.0"
"Application_1515064385","A_Create Application","2016/08/22 20:21:20.397","2016/08/22 20:21:20.397","Caravan / Camper","New credit","14000.0","Created",,,,,"User_37",,"Application","Application_1515064385",,,
"Application_1515064385","A_Create Application","2016/08/22 20:21:20.397","2016/08/22 20:21:20.397","Caravan / Camper","New credit","14000.0","Created",,,,,"User_37",,"Application","Application_1515064385",,,
"Application_1515064385","W_Complete application","2016/08/22 20:21:20.411","2016/08/22 20:31:48.912","Caravan / Camper","New credit","14000.0","Deleted",,,,,"User_37",,"Workflow","Workitem_1153233517",,,
"Application_1515064385","A_Concept","2016/08/22 20:21:20.413","2016/08/22 20:21:20.413","Caravan / Camper","New credit","14000.0","statechange",,,,,"User_37",,"Application","ApplState_1340185058",,,
"Application_1515064385","A_Accepted","2016/08/22 20:25:03.712","2016/08/22 20:25:03.712","Caravan / Camper","New credit","14000.0","statechange",,,,,"User_37",,"Application","ApplState_1522963523",,,
"Application_1515064385","O_Create Offer","2016/08/22 20:28:08.219","2016/08/22 20:28:08.219","Caravan / Camper","New credit","14000.0","Created","0.0","122","false",,"User_37","150.0","Offer","Offer_823603600","false","0","14000.0"
"Application_1515064385","O_Created","2016/08/22 20:28:08.845","2016/08/22 20:28:08.845","Caravan / Camper","New credit","14000.0","statechange","0.0","122","false","Offer_823603600","User_37","150.0","Offer","OfferState_469030939","false","0","14000.0"
"Application_1515064385","A_Cancelled","2016/08/22 20:31:48.867","2016/08/22 20:31:48.867","Caravan / Camper","New credit","14000.0","statechange","0.0","122","false","Offer_823603600","User_37","150.0","Application","ApplState_949684249","false","0","14000.0"
"Application_1515064385","O_Cancelled","2016/08/22 20:31:48.905","2016/08/22 20:31:48.905","Caravan / Camper","New credit","14000.0","statechange","0.0","122","false","Offer_823603600","User_37","150.0","Offer","OfferState_1304244803","false","0","14000.0"
"Application_1115683200","A_Create Application","2016/08/29 17:38:26.712","2016/08/29 17:38:26.712","Unknown","New credit","0.0","Created",,,,,"User_12",,"Application","Application_1115683200",,,
"Application_1115683200","A_Create Application","2016/08/29 17:38:26.712","2016/08/29 17:38:26.712","Unknown","New credit","0.0","Created",,,,,"User_12",,"Application","Application_1115683200",,,
"Application_1115683200","W_Complete application","2016/08/29 17:38:26.724","2016/08/29 17:43:28.866","Unknown","New credit","0.0","Deleted",,,,,"User_12",,"Workflow","Workitem_683133127",,,
"Application_1115683200","A_Concept","2016/08/29 17:38:26.727","2016/08/29 17:38:26.727","Unknown","New credit","0.0","statechange",,,,,"User_12",,"Application","ApplState_645695869",,,
"Application_1115683200","A_Accepted","2016/08/29 17:40:41.982","2016/08/29 17:40:41.982","Unknown","New credit","0.0","statechange",,,,,"User_12",,"Application","ApplState_1118639097",,,
"Application_1115683200","O_Create Offer","2016/08/29 17:42:55.353","2016/08/29 17:42:55.353","Unknown","New credit","0.0","Created","27000.0","98","true",,"User_12","324.94","Offer","Offer_2146169964","false","0","27000.0"
"Application_1115683200","O_Created","2016/08/29 17:42:55.952","2016/08/29 17:42:55.952","Unknown","New credit","0.0","statechange","27000.0","98","true","Offer_2146169964","User_12","324.94","Offer","OfferState_357204464","false","0","27000.0"
"Application_1115683200","O_Created","2016/08/29 17:42:55.952","2016/08/29 17:42:55.952","Unknown","New credit","0.0","statechange","27000.0","98","true","Offer_2146169964","User_12","324.94","Offer","OfferState_357204464","false","0","27000.0"
"Application_1115683200","W_Call after offers","2016/08/29 17:43:28.873","2016/08/29 17:45:01.926","Unknown","New credit","0.0","Deleted","27000.0","98","true","Offer_2146169964","User_12","324.94","Workflow","Workitem_450860497","false","0","27000.0"
"Application_1115683200","A_Complete","2016/08/29 17:43:28.875","2016/08/29 17:43:28.875","Unknown","New credit","0.0","statechange","27000.0","98","true","Offer_2146169964","User_12","324.94","Application","ApplState_1146442436","false","0","27000.0"
"Application_1115683200","A_Cancelled","2016/08/29 17:45:01.892","2016/08/29 17:45:01.892","Unknown","New credit","0.0","statechange","27000.0","98","true","Offer_2146169964","User_12","324.94","Application","ApplState_1593195662","false","0","27000.0"
"Application_1115683200","O_Cancelled","2016/08/29 17:45:01.918","2016/08/29 17:45:01.918","Unknown","New credit","0.0","statechange","27000.0","98","true","Offer_2146169964","User_12","324.94","Offer","OfferState_342079596","false","0","27000.0"
"Application_828932178","A_Create Application","2016/08/30 10:39:53.695","2016/08/30 10:39:53.695","Home improvement","New credit","10000.0","Created",,,,,"User_1",,"Application","Application_828932178",,,
"Application_828932178","A_Create Application","2016/08/30 10:39:53.695","2016/08/30 10:39:53.695","Home improvement","New credit","10000.0","Created",,,,,"User_1",,"Application","Application_828932178",,,
"Application_828932178","A_Concept","2016/08/30 10:40:52.197","2016/08/30 10:40:52.197","Home improvement","New credit","10000.0","statechange",,,,,"User_1",,"Application","ApplState_146110742",,,
"Application_828932178","A_Accepted","2016/08/30 10:42:25.423","2016/08/30 10:42:25.423","Home improvement","New credit","10000.0","statechange",,,,,"User_31",,"Application","ApplState_1229727545",,,
"Application_828932178","O_Create Offer","2016/08/30 11:38:50.142","2016/08/30 11:38:50.142","Home improvement","New credit","10000.0","Created","10000.0","120","true",,"User_78","106.46","Offer","Offer_1400611521","false","0","10000.0"
"Application_828932178","O_Created","2016/08/30 11:38:50.654","2016/08/30 11:38:50.654","Home improvement","New credit","10000.0","statechange","10000.0","120","true","Offer_1400611521","User_78","106.46","Offer","OfferState_210852894","false","0","10000.0"
"Application_828932178","O_Cancelled","2016/08/30 12:03:33.266","2016/08/30 12:03:33.266","Home improvement","New credit","10000.0","statechange","10000.0","120","true","Offer_1400611521","User_78","106.46","Offer","OfferState_2012887903","false","0","10000.0"
"Application_828932178","W_Complete application","2016/09/08 14:24:32.224","2016/09/08 14:25:37.897","Home improvement","New credit","10000.0","Deleted","10000.0","120","true","Offer_1400611521","User_3","106.46","Workflow","Workitem_194999264","false","0","10000.0"
"Application_828932178","A_Cancelled","2016/09/08 14:25:37.874","2016/09/08 14:25:37.874","Home improvement","New credit","10000.0","statechange","10000.0","120","true","Offer_1400611521","User_3","106.46","Application","ApplState_1687427969","false","0","10000.0"
"Application_748474109","A_Create Application","2016/09/06 17:59:57.339","2016/09/06 17:59:57.339","Unknown","New credit","6000.0","Created",,,,,"User_61",,"Application","Application_748474109",,,
"Application_748474109","A_Create Application","2016/09/06 17:59:57.339","2016/09/06 17:59:57.339","Unknown","New credit","6000.0","Created",,,,,"User_61",,"Application","Application_748474109",,,
"Application_748474109","W_Complete application","2016/09/06 17:59:57.353","2016/09/06 18:07:29.608","Unknown","New credit","6000.0","Deleted",,,,,"User_61",,"Workflow","Workitem_290358593",,,
"Application_748474109","A_Concept","2016/09/06 17:59:57.356","2016/09/06 17:59:57.356","Unknown","New credit","6000.0","statechange",,,,,"User_61",,"Application","ApplState_1286797839",,,
"Application_748474109","A_Accepted","2016/09/06 18:03:53.858","2016/09/06 18:03:53.858","Unknown","New credit","6000.0","statechange",,,,,"User_61",,"Application","ApplState_380980965",,,
"Application_748474109","O_Create Offer","2016/09/06 18:06:16.574","2016/09/06 18:06:16.574","Unknown","New credit","6000.0","Created","8881.0","32","true",,"User_61","334.8","Offer","Offer_1216735030","false","0","10000.0"
"Application_748474109","O_Created","2016/09/06 18:06:17.130","2016/09/06 18:06:17.130","Unknown","New credit","6000.0","statechange","8881.0","32","true","Offer_1216735030","User_61","334.8","Offer","OfferState_497104404","false","0","10000.0"
"Application_748474109","O_Create Offer","2016/09/06 18:06:40.755","2016/09/06 18:06:40.755","Unknown","New credit","6000.0","Created","8881.0","44","true","Offer_1216735030","User_61","249.58","Offer","Offer_1701437104","false","0","10000.0"
"Application_748474109","O_Created","2016/09/06 18:06:41.396","2016/09/06 18:06:41.396","Unknown","New credit","6000.0","statechange","8881.0","44","true","Offer_1701437104","User_61","249.58","Offer","OfferState_492653909","false","0","10000.0"
"Application_748474109","O_Created","2016/09/06 18:06:41.396","2016/09/06 18:06:41.396","Unknown","New credit","6000.0","statechange","8881.0","44","true","Offer_1701437104","User_61","249.58","Offer","OfferState_492653909","false","0","10000.0"
"Application_748474109","W_Call after offers","2016/09/06 18:07:29.618","2016/09/06 18:08:02.506","Unknown","New credit","6000.0","Deleted","8881.0","44","true","Offer_1701437104","User_61","249.58","Workflow","Workitem_151498906","false","0","10000.0"
"Application_748474109","A_Complete","2016/09/06 18:07:29.619","2016/09/06 18:07:29.619","Unknown","New credit","6000.0","statechange","8881.0","44","true","Offer_1701437104","User_61","249.58","Application","ApplState_1097113243","false","0","10000.0"
"Application_748474109","A_Cancelled","2016/09/06 18:08:02.471","2016/09/06 18:08:02.471","Unknown","New credit","6000.0","statechange","8881.0","44","true","Offer_1701437104","User_61","249.58","Application","ApplState_946364972","false","0","10000.0"
"Application_748474109","O_Cancelled","2016/09/06 18:08:02.492","2016/09/06 18:08:02.492","Unknown","New credit","6000.0","statechange","8881.0","44","true","Offer_1701437104","User_61","249.58","Offer","OfferState_577675249","false","0","10000.0"
"Application_748474109","O_Cancelled","2016/09/06 18:08:02.498","2016/09/06 18:08:02.498","Unknown","New credit","6000.0","statechange","8881.0","44","true","Offer_1216735030","User_61","249.58","Offer","OfferState_1725780124","false","0","10000.0"
"Application_228161231","A_Create Application","2016/09/08 12:08:02.197","2016/09/08 12:08:02.197","Unknown","New credit","0.0","Created",,,,,"User_42",,"Application","Application_228161231",,,
"Application_228161231","A_Create Application","2016/09/08 12:08:02.197","2016/09/08 12:08:02.197","Unknown","New credit","0.0","Created",,,,,"User_42",,"Application","Application_228161231",,,
"Application_228161231","W_Complete application","2016/09/08 12:08:02.211","2016/09/08 12:12:43.895","Unknown","New credit","0.0","Deleted",,,,,"User_42",,"Workflow","Workitem_1316335128",,,
"Application_228161231","A_Concept","2016/09/08 12:08:02.214","2016/09/08 12:08:02.214","Unknown","New credit","0.0","statechange",,,,,"User_42",,"Application","ApplState_1149997902",,,
"Application_228161231","A_Accepted","2016/09/08 12:09:07.418","2016/09/08 12:09:07.418","Unknown","New credit","0.0","statechange",,,,,"User_42",,"Application","ApplState_824795060",,,
"Application_228161231","O_Create Offer","2016/09/08 12:12:21.377","2016/09/08 12:12:21.377","Unknown","New credit","0.0","Created","21000.0","120","true",,"User_42","560.02","Offer","Offer_1671829102","false","0","55000.0"
"Application_228161231","O_Created","2016/09/08 12:12:21.989","2016/09/08 12:12:21.989","Unknown","New credit","0.0","statechange","21000.0","120","true","Offer_1671829102","User_42","560.02","Offer","OfferState_257028123","false","0","55000.0"
"Application_228161231","A_Cancelled","2016/09/08 12:12:43.869","2016/09/08 12:12:43.869","Unknown","New credit","0.0","statechange","21000.0","120","true","Offer_1671829102","User_42","560.02","Application","ApplState_1532315973","false","0","55000.0"
"Application_228161231","O_Cancelled","2016/09/08 12:12:43.887","2016/09/08 12:12:43.887","Unknown","New credit","0.0","statechange","21000.0","120","true","Offer_1671829102","User_42","560.02","Offer","OfferState_407364689","false","0","55000.0"
"Application_490494821","A_Create Application","2016/09/12 10:03:58.345","2016/09/12 10:03:58.345","Other, see explanation","New credit","5000.0","Created",,,,,"User_61",,"Application","Application_490494821",,,
"Application_490494821","A_Create Application","2016/09/12 10:03:58.345","2016/09/12 10:03:58.345","Other, see explanation","New credit","5000.0","Created",,,,,"User_61",,"Application","Application_490494821",,,
